"https://tienda.mercadona.es/product/81931/rodaja-emperador-bandeja","marisco_y_pescado_pescado_en_bandeja","Rodaja de emperador","Bandeja","8.18","20.450","kg","2022-12-07","81931"
"https://tienda.mercadona.es/product/82032/valencianas-hacendado-paquete","panaderia_y_pasteleria_bolleria_envasada","Valencianas Hacendado","Paquete","2.50","3.572","kg","2022-12-07","82032"
"https://tienda.mercadona.es/product/82070/mini-tostadas-trigo-minigrill-extra-finas-caja","panaderia_y_pasteleria_pan_tostado_y_rallado","Mini tostadas de trigo Minigrill extra finas","Caja","1.10","11.000","kg","2022-12-07","82070"
"https://tienda.mercadona.es/product/82090/ensaimadas-hacendado-paquete","panaderia_y_pasteleria_bolleria_envasada","Ensaimadas Hacendado","Paquete","1.50","4.286","kg","2022-12-07","82090"
"https://tienda.mercadona.es/product/82098/bocaditos-banados-cacao-hacendado-paquete","panaderia_y_pasteleria_bolleria_envasada","Bocaditos bañados al cacao Hacendado","Paquete","1.95","3.900","kg","2022-12-07","82098"
"https://tienda.mercadona.es/product/82099/bizcochos-hacendado-paquete","panaderia_y_pasteleria_bolleria_envasada","Bizcochos Hacendado","Paquete","1.65","5.500","kg","2022-12-07","82099"
"https://tienda.mercadona.es/product/82117/mini-biscotes-trigo-minigrill-caja","panaderia_y_pasteleria_pan_tostado_y_rallado","Mini biscotes de trigo Minigrill","Caja","0.65","5.417","kg","2022-12-07","82117"
"https://tienda.mercadona.es/product/82122/mini-biscotes-integrales-minigrill-caja","panaderia_y_pasteleria_pan_tostado_y_rallado","Mini biscotes integrales Minigrill","Caja","0.65","5.417","kg","2022-12-07","82122"
"https://tienda.mercadona.es/product/82130/tortas-cencenas-gazpacho-manchego-ruiz-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Tortas cenceñas para gazpacho manchego Ruiz","Paquete","0.60","3.429","kg","2022-12-07","82130"
"https://tienda.mercadona.es/product/82150/pan-tostado-vitalite-wasa-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Pan tostado vitalité Wasa","Paquete","2.25","8.036","kg","2022-12-07","82150"
"https://tienda.mercadona.es/product/82190/pan-tostado-con-tomate-hacendado-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Pan tostado con tomate Hacendado","Paquete","1.20","7.059","kg","2022-12-07","82190"
"https://tienda.mercadona.es/product/82199/pan-tostado-con-ajo-perejil-hacendado-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Pan tostado con ajo y perejil Hacendado","Paquete","1.20","7.059","kg","2022-12-07","82199"
"https://tienda.mercadona.es/product/82219/pan-rallado-hacendado-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Pan rallado Hacendado","Paquete","0.75","1.000","kg","2022-12-07","82219"
"https://tienda.mercadona.es/product/82220/piquitos-san-roque-paquete","panaderia_y_pasteleria_picos_rosquilletas_y_picatostes","Piquitos San Roque","Paquete","0.90","6.339","kg","2022-12-07","82220"
"https://tienda.mercadona.es/product/82221/fartons-tradicionales-polo-paquete","panaderia_y_pasteleria_bolleria_envasada","Fartons tradicionales Polo","Paquete","1.20","10.000","kg","2022-12-07","82221"
"https://tienda.mercadona.es/product/82227/pan-rallado-con-ajo-perejil-hacendado-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Pan rallado con ajo y perejil Hacendado","Paquete","0.90","1.800","kg","2022-12-07","82227"
"https://tienda.mercadona.es/product/82232/tortas-anis-hacendado-paquete","panaderia_y_pasteleria_bolleria_envasada","Tortas de anís Hacendado","Paquete","1.60","4.000","kg","2022-12-07","82232"
"https://tienda.mercadona.es/product/82255/crakers-tuc-saladas-lu-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Crakers tuc saladas Lu","Paquete","2.25","11.250","kg","2022-12-07","82255"
"https://tienda.mercadona.es/product/82277/panecillo-tostado-classic-hacendado-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Panecillo tostado classic Hacendado","Paquete","1.05","3.500","kg","2022-12-07","82277"
"https://tienda.mercadona.es/product/82279/picos-hacendado-paquete","panaderia_y_pasteleria_picos_rosquilletas_y_picatostes","Picos Hacendado","Paquete","0.60","2.400","kg","2022-12-07","82279"
"https://tienda.mercadona.es/product/82287/pan-tostado-classic-hacendado-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Pan tostado classic Hacendado","Paquete","1.75","3.182","kg","2022-12-07","82287"
"https://tienda.mercadona.es/product/82290/pan-tostado-cereales-semillas-hacendado-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Pan tostado cereales y semillas Hacendado","Paquete","2.35","4.273","kg","2022-12-07","82290"
"https://tienda.mercadona.es/product/82294.1/barra-pan-pueblo","panaderia_y_pasteleria_pan_de_horno","Barra pan de pueblo",,"1.35","1.688","kg","2022-12-07","82294.1"
"https://tienda.mercadona.es/product/82294.2/barra-pan-pueblo-rebanada","panaderia_y_pasteleria_pan_de_horno","Barra pan de pueblo rebanada",,"1.35","1.688","kg","2022-12-07","82294.2"
"https://tienda.mercadona.es/product/82295/pan-molde-con-35-avena-hacendado-0-azucares-anadidos-con-harina-100-integral-paquete","panaderia_y_pasteleria_pan_de_molde_y_otras_especialidades","Pan de molde con 35% avena Hacendado 0% azúcares añadidos con harina 100% integral","Paquete","1.45","3.153","kg","2022-12-07","82295"
"https://tienda.mercadona.es/product/82302/pan-molde-con-52-centeno-hacendado-paquete","panaderia_y_pasteleria_pan_de_molde_y_otras_especialidades","Pan de molde con 52% centeno Hacendado","Paquete","1.55","2.153","kg","2022-12-07","82302"
"https://tienda.mercadona.es/product/82322/pan-molde-blanco-sin-corteza-hacendado-paquete","panaderia_y_pasteleria_pan_de_molde_y_otras_especialidades","Pan de molde blanco sin corteza Hacendado","Paquete","1.25","2.778","kg","2022-12-07","82322"
"https://tienda.mercadona.es/product/82328/pan-molde-100-integral-hacendado-paquete","panaderia_y_pasteleria_pan_de_molde_y_otras_especialidades","Pan de molde 100% integral Hacendado","Paquete","0.95","2.066","kg","2022-12-07","82328"
"https://tienda.mercadona.es/product/82331/pan-hamburguesa-hacendado-sin-sesamo-paquete","panaderia_y_pasteleria_pan_de_molde_y_otras_especialidades","Pan de hamburguesa Hacendado sin sésamo","Paquete","0.90","4.091","kg","2022-12-07","82331"
"https://tienda.mercadona.es/product/82332/pan-hot-dog-hacendado-paquete","panaderia_y_pasteleria_pan_de_molde_y_otras_especialidades","Pan hot dog Hacendado","Paquete","0.90","2.728","kg","2022-12-07","82332"
"https://tienda.mercadona.es/product/82352/pan-rallado-casero-hacendado-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Pan rallado casero Hacendado","Paquete","1.05","2.100","kg","2022-12-07","82352"
"https://tienda.mercadona.es/product/82365/regana-hacendado-paquete","panaderia_y_pasteleria_picos_rosquilletas_y_picatostes","Regañá Hacendado","Paquete","0.90","3.600","kg","2022-12-07","82365"
"https://tienda.mercadona.es/product/82380.1/pan-campeon-mundo","panaderia_y_pasteleria_pan_de_horno","Pan campeón del mundo",,"2.10","2.800","kg","2022-12-07","82380.1"
"https://tienda.mercadona.es/product/82380.2/pan-campeon-mundo-rebanado","panaderia_y_pasteleria_pan_de_horno","Pan campeón del mundo rebanado",,"2.10","2.800","kg","2022-12-07","82380.2"
"https://tienda.mercadona.es/product/82404/sobaos-hacendado-paquete","panaderia_y_pasteleria_bolleria_envasada","Sobaos Hacendado","Paquete","1.80","3.750","kg","2022-12-07","82404"
"https://tienda.mercadona.es/product/82412/crackers-30-integral-galbusera-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Crackers 30% integral Galbusera","Paquete","1.75","3.500","kg","2022-12-07","82412"
"https://tienda.mercadona.es/product/82417/panecillos-tostados-cereales-semillas-hacendado-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Panecillos tostados cereales y semillas Hacendado","Paquete","1.25","5.000","kg","2022-12-07","82417"
"https://tienda.mercadona.es/product/82439/crackers-con-sal-galbusera-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Crackers con sal Galbusera","Paquete","1.70","3.400","kg","2022-12-07","82439"
"https://tienda.mercadona.es/product/82447/pulpo-cocido-bandeja","marisco_y_pescado_pescado_en_bandeja","Pulpo cocido","Bandeja","21.12","38.400","kg","2022-12-07","82447"
"https://tienda.mercadona.es/product/82464/grissini-palitos-pan-con-sesamo-hacendado-pack-2","panaderia_y_pasteleria_picos_rosquilletas_y_picatostes","Grissini palitos de pan con sésamo Hacendado","Pack-2","1.60","8.000","kg","2022-12-07","82464"
"https://tienda.mercadona.es/product/82496.1/lenguado-sin-cabeza-sin-piel-pieza","marisco_y_pescado_pescado_fresco","Lenguado sin cabeza y sin piel","Pieza","9.10","23.950","kg","2022-12-07","82496.1"
"https://tienda.mercadona.es/product/82496.2/lenguado-sin-limpiar-pieza","marisco_y_pescado_pescado_fresco","Lenguado sin limpiar","Pieza","9.10","23.950","kg","2022-12-07","82496.2"
"https://tienda.mercadona.es/product/82509/gofres-clasicos-punto-gofre-pack-2","panaderia_y_pasteleria_bolleria_envasada","Gofres clásicos Punto Gofre","Pack-2","1.25","5.682","kg","2022-12-07","82509"
"https://tienda.mercadona.es/product/82511/gofres-con-chocolate-punto-gofre-pack-2","panaderia_y_pasteleria_bolleria_envasada","Gofres con chocolate Punto Gofre","Pack-2","1.45","5.179","kg","2022-12-07","82511"
"https://tienda.mercadona.es/product/82551/crepes-rellenos-chocolate-paquete","panaderia_y_pasteleria_bolleria_envasada","Crepes rellenos de chocolate","Paquete","1.30","6.771","kg","2022-12-07","82551"
"https://tienda.mercadona.es/product/82576/pan-sandwich-cereales-hacendado-paquete","panaderia_y_pasteleria_pan_de_molde_y_otras_especialidades","Pan de sándwich cereales Hacendado","Paquete","1.30","4.194","kg","2022-12-07","82576"
"https://tienda.mercadona.es/product/82585/galletas-saladas-salpicks-galbusera-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Galletas saladas salpicks Galbusera","Paquete","1.50","3.750","kg","2022-12-07","82585"
"https://tienda.mercadona.es/product/82599/grissini-palitos-pan-hacendado-caja","panaderia_y_pasteleria_picos_rosquilletas_y_picatostes","Grissini palitos de pan Hacendado","Caja","1.80","7.200","kg","2022-12-07","82599"
"https://tienda.mercadona.es/product/82609/bollo-con-pepitas-chocolate-choco-buns-hacendado-paquete","panaderia_y_pasteleria_bolleria_envasada","Bollo con pepitas de chocolate Choco Buns","Paquete","1.55","6.200","kg","2022-12-07","82609"
"https://tienda.mercadona.es/product/82610.1/merluza-rodajas-pieza","marisco_y_pescado_pescado_fresco","Merluza a rodajas","Pieza","16.52","9.950","kg","2022-12-07","82610.1"
"https://tienda.mercadona.es/product/82610.2/merluza-abierta-libro-sin-cabeza-sin-espina-pieza","marisco_y_pescado_pescado_fresco","Merluza abierta en libro sin cabeza y sin espina","Pieza","16.52","9.950","kg","2022-12-07","82610.2"
"https://tienda.mercadona.es/product/82610.3/merluza-sin-aletas-sin-escamas-pieza","marisco_y_pescado_pescado_fresco","Merluza sin aletas y sin escamas","Pieza","16.52","9.950","kg","2022-12-07","82610.3"
"https://tienda.mercadona.es/product/82610.4/merluza-media-pieza-rodajas-12-pieza","marisco_y_pescado_pescado_fresco","Merluza media pieza a rodajas","1/2 Pieza","8.26","9.950","kg","2022-12-07","82610.4"
"https://tienda.mercadona.es/product/82610.5/merluza-media-pieza-abierta-libro-sin-cabeza-sin-espina-12-pieza","marisco_y_pescado_pescado_fresco","Merluza media pieza abierta en libro sin cabeza y sin espina","1/2 Pieza","8.26","9.950","kg","2022-12-07","82610.5"
"https://tienda.mercadona.es/product/82610.6/merluza-media-pieza-sin-aletas-sin-escamas-12-pieza","marisco_y_pescado_pescado_fresco","Merluza media pieza sin aletas y sin escamas","1/2 Pieza","8.26","9.950","kg","2022-12-07","82610.6"
"https://tienda.mercadona.es/product/82626/crackers-integrales-espelta-bachman-caja","panaderia_y_pasteleria_pan_tostado_y_rallado","Crackers integrales de espelta Bachman","Caja","1.65","6.875","kg","2022-12-07","82626"
"https://tienda.mercadona.es/product/82640/pan-molde-sin-gluten-multicereales-beiker-elaborado-con-masa-madre-paquete","panaderia_y_pasteleria_pan_de_molde_y_otras_especialidades","Pan de molde sin gluten multicereales Beiker","Paquete","2.75","9.167","kg","2022-12-07","82640"
"https://tienda.mercadona.es/product/82647/panecillo-ajo-04","panaderia_y_pasteleria_pan_de_horno","Panecillo de ajo 0,4%",,"0.25","0.962","100 g","2022-12-07","82647"
"https://tienda.mercadona.es/product/82649/pan-pita-original-precocido-pack-2","panaderia_y_pasteleria_pan_de_molde_y_otras_especialidades","Pan de Pita Original precocido","Pack-2","1.35","3.375","kg","2022-12-07","82649"
"https://tienda.mercadona.es/product/82651/crackers-sin-gluten-hacendado-con-romero-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Crackers sin gluten Hacendado con romero","Paquete","1.80","9.000","kg","2022-12-07","82651"
"https://tienda.mercadona.es/product/82655/pan-fibra-sesamo-hacendado-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Pan de fibra y sésamo Hacendado","Paquete","1.25","5.000","kg","2022-12-07","82655"
"https://tienda.mercadona.es/product/82656/pan-rallado-sin-gluten-hacendado-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Pan rallado sin gluten Hacendado","Paquete","1.95","5.572","kg","2022-12-07","82656"
"https://tienda.mercadona.es/product/82662/mejillon-extra-grande-malla","marisco_y_pescado_marisco","Mejillón extra grande","Malla","3.95","3.950","kg","2022-12-07","82662"
"https://tienda.mercadona.es/product/82665/pan-tostado-pasas-hacendado-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Pan tostado pasas Hacendado","Paquete","1.20","10.000","kg","2022-12-07","82665"
"https://tienda.mercadona.es/product/82716/pancakes-hacendado-paquete","panaderia_y_pasteleria_bolleria_envasada","Pancakes Hacendado","Paquete","2.20","11.112","kg","2022-12-07","82716"
"https://tienda.mercadona.es/product/82717/laminas-sin-corteza-pan-molde-blanco-hacendado-paquete","panaderia_y_pasteleria_pan_de_molde_y_otras_especialidades","Láminas sin corteza de pan de molde blanco Hacendado","Paquete","2.00","8.000","kg","2022-12-07","82717"
"https://tienda.mercadona.es/product/82718/pan-82-integral-centeno-hacendado-cortado-paquete","panaderia_y_pasteleria_pan_de_molde_y_otras_especialidades","Pan 82% integral de centeno Hacendado","Paquete","1.60","3.200","kg","2022-12-07","82718"
"https://tienda.mercadona.es/product/82721/pan-hamburguesa-100-integral-hacendado-paquete","panaderia_y_pasteleria_pan_de_molde_y_otras_especialidades","Pan de hamburguesa 100% integral Hacendado","Paquete","1.25","3.788","kg","2022-12-07","82721"
"https://tienda.mercadona.es/product/82728/palitos-pan-con-chocolate-anitin-pack-2","panaderia_y_pasteleria_picos_rosquilletas_y_picatostes","Palitos de pan con chocolate Anitin","Pack-2","1.40","8.140","kg","2022-12-07","82728"
"https://tienda.mercadona.es/product/82731/magdalenas-cacao-hacendado-paquete","panaderia_y_pasteleria_bolleria_envasada","Magdalenas al cacao Hacendado","Paquete","2.00","5.715","kg","2022-12-07","82731"
"https://tienda.mercadona.es/product/82732/magdalenas-integrales-0-azucares-anadidos-hacendado-paquete","panaderia_y_pasteleria_bolleria_envasada","Magdalenas integrales 0% azúcares añadidos Hacendado","Paquete","1.80","6.429","kg","2022-12-07","82732"
"https://tienda.mercadona.es/product/82735/hogaza-sin-gluten-cortada-paquete","panaderia_y_pasteleria_pan_de_molde_y_otras_especialidades","Hogaza sin gluten","Paquete","3.10","10.334","kg","2022-12-07","82735"
"https://tienda.mercadona.es/product/82744/bizcocho-chocolate-sin-gluten-hacendado-paquete","panaderia_y_pasteleria_bolleria_envasada","Bizcocho de chocolate sin gluten Hacendado","Paquete","2.30","11.500","kg","2022-12-07","82744"
"https://tienda.mercadona.es/product/82753/baguette-sin-gluten-paquete","panaderia_y_pasteleria_pan_de_horno","Baguette sin gluten","Paquete","2.25","12.858","kg","2022-12-07","82753"
"https://tienda.mercadona.es/product/82757/magdalenas-sin-gluten-hacendado-paquete","panaderia_y_pasteleria_bolleria_envasada","Magdalenas sin gluten Hacendado","Paquete","3.00","14.286","kg","2022-12-07","82757"
"https://tienda.mercadona.es/product/82759/croissant-con-crema-cacao-hacendado-paquete","panaderia_y_pasteleria_bolleria_envasada","Croissant con crema de cacao Hacendado","Paquete","1.85","4.934","kg","2022-12-07","82759"
"https://tienda.mercadona.es/product/82765/palitos-pan-con-pipas-anitin-pack-2","panaderia_y_pasteleria_picos_rosquilletas_y_picatostes","Palitos de pan con pipas Anitin","Pack-2","1.40","8.434","kg","2022-12-07","82765"
"https://tienda.mercadona.es/product/82786/picatostes-fritos-hacendado-paquete","panaderia_y_pasteleria_picos_rosquilletas_y_picatostes","Picatostes fritos Hacendado","Paquete","0.85","8.500","kg","2022-12-07","82786"
"https://tienda.mercadona.es/product/82787/picatostes-fritos-con-ajo-hacendado-paquete","panaderia_y_pasteleria_picos_rosquilletas_y_picatostes","Picatostes fritos con ajo Hacendado","Paquete","0.85","8.500","kg","2022-12-07","82787"
"https://tienda.mercadona.es/product/82788/picatostes-tostados-hacendado-paquete","panaderia_y_pasteleria_picos_rosquilletas_y_picatostes","Picatostes tostados Hacendado","Paquete","0.70","7.000","kg","2022-12-07","82788"
"https://tienda.mercadona.es/product/82830.1/barra-pan-campesina-masa-madre","panaderia_y_pasteleria_pan_de_horno","Barra de pan campesina masa madre",,"0.75","3.000","kg","2022-12-07","82830.1"
"https://tienda.mercadona.es/product/82830.2/barra-pan-campesina-masa-madre-rebanada","panaderia_y_pasteleria_pan_de_horno","Barra de pan campesina masa madre rebanada",,"0.75","3.000","kg","2022-12-07","82830.2"
"https://tienda.mercadona.es/product/82839/tostadas-sin-gluten-hacendado-caja","panaderia_y_pasteleria_pan_tostado_y_rallado","Tostadas sin gluten Hacendado","Caja","1.45","14.500","kg","2022-12-07","82839"
"https://tienda.mercadona.es/product/82842/pan-tostado-100-espelta-integral-hacendado-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Pan tostado 100% espelta integral Hacendado","Paquete","1.50","6.000","kg","2022-12-07","82842"
"https://tienda.mercadona.es/product/82886/pan-molde-blanco-familiar-hacendado-paquete","panaderia_y_pasteleria_pan_de_molde_y_otras_especialidades","Pan de molde blanco familiar Hacendado","Paquete","1.25","1.525","kg","2022-12-07","82886"
"https://tienda.mercadona.es/product/82892/palitos-pan-con-queso-anitin-pack-2","panaderia_y_pasteleria_picos_rosquilletas_y_picatostes","Palitos de pan con queso Anitin","Pack-2","1.40","9.860","kg","2022-12-07","82892"
"https://tienda.mercadona.es/product/82894/pan-molde-blanco-rebanada-gruesa-hacendado-paquete","panaderia_y_pasteleria_pan_de_molde_y_otras_especialidades","Pan de molde blanco rebanada gruesa Hacendado","Paquete","1.35","1.647","kg","2022-12-07","82894"
"https://tienda.mercadona.es/product/82900/rosegones-pasta-almendras-hacendado-paquete","panaderia_y_pasteleria_bolleria_envasada","Rosegones pasta de almendras Hacendado","Paquete","1.50","6.000","kg","2022-12-07","82900"
"https://tienda.mercadona.es/product/82901/volovanes-confiletas-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Volovanes Confiletas","Paquete","1.95","13.000","kg","2022-12-07","82901"
"https://tienda.mercadona.es/product/82902/mini-volovanes-confiletas-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Mini volovanes Confiletas","Paquete","1.75","29.167","kg","2022-12-07","82902"
"https://tienda.mercadona.es/product/82905/palmeritas-hacendado-paquete","panaderia_y_pasteleria_bolleria_envasada","Palmeritas Hacendado","Paquete","1.60","5.926","kg","2022-12-07","82905"
"https://tienda.mercadona.es/product/82907/mini-tartaletas-confiletas-paquete","panaderia_y_pasteleria_pan_tostado_y_rallado","Mini tartaletas Confiletas","Paquete","1.75","15.625","kg","2022-12-07","82907"
"https://tienda.mercadona.es/product/82908/tortas-aceite-ines-rosales-paquete","panaderia_y_pasteleria_bolleria_envasada","Tortas de aceite Inés Rosales","Paquete","1.70","9.445","kg","2022-12-07","82908"
"https://tienda.mercadona.es/product/82920/tortas-aceite-ines-rosales-sin-azucar-paquete","panaderia_y_pasteleria_bolleria_envasada","Tortas de aceite Inés Rosales sin azúcar","Paquete","2.15","14.334","kg","2022-12-07","82920"
"https://tienda.mercadona.es/product/82931/croissant-hacendado-paquete","panaderia_y_pasteleria_bolleria_envasada","Croissant Hacendado","Paquete","1.80","4.187","kg","2022-12-07","82931"
"https://tienda.mercadona.es/product/82933/pan-leche-hacendado-paquete","panaderia_y_pasteleria_bolleria_envasada","Pan de leche Hacendado","Paquete","1.90","3.959","kg","2022-12-07","82933"
"https://tienda.mercadona.es/product/82938/coulant-chocolate-hacendado","postres_y_yogures_gelatina_y_otros_postres","Coulant de chocolate Hacendado",,"1.90","10.556","kg","2022-12-07","82938"
"https://tienda.mercadona.es/product/82961/salmon-curry-hacendado-bandeja","marisco_y_pescado_pescado_en_bandeja","Salmón al curry Hacendado","Bandeja","5.50","16.924","kg","2022-12-07","82961"
"https://tienda.mercadona.es/product/82975/bacalao-estilo-pil-pil-bandeja","marisco_y_pescado_pescado_en_bandeja","Bacalao estilo pil pil","Bandeja","3.75","16.305","kg","2022-12-07","82975"
"https://tienda.mercadona.es/product/83056/6-panes-centeno-51-pack-6","panaderia_y_pasteleria_pan_de_horno","6 Panes de centeno 51%","Pack-6","1.50","3.226","kg","2022-12-07","83056"
"https://tienda.mercadona.es/product/83116/pan-mini-semillas","panaderia_y_pasteleria_pan_de_horno","Pan mini semillas",,"0.35","3.889","kg","2022-12-07","83116"
"https://tienda.mercadona.es/product/83202.1/barra-pan","panaderia_y_pasteleria_pan_de_horno","Barra de pan",,"0.50","2.000","kg","2022-12-07","83202.1"
"https://tienda.mercadona.es/product/83202.2/barra-pan-rebanada","panaderia_y_pasteleria_pan_de_horno","Barra de pan rebanada",,"0.50","2.000","kg","2022-12-07","83202.2"
"https://tienda.mercadona.es/product/83203.1/3-barras-pan","panaderia_y_pasteleria_pan_de_horno","3 Barras de pan",,"1.20","1.600","kg","2022-12-07","83203.1"
"https://tienda.mercadona.es/product/83203.2/3-barras-pan-rebanadas","panaderia_y_pasteleria_pan_de_horno","3 Barras de pan rebanadas",,"1.20","1.600","kg","2022-12-07","83203.2"
"https://tienda.mercadona.es/product/83223/","panaderia_y_pasteleria_bolleria_de_horno","Torta gazpacho","Pieza","1.35","7.298","kg","2022-12-07","83223"
"https://tienda.mercadona.es/product/83230/baguette-masa-madre","panaderia_y_pasteleria_pan_de_horno","Baguette masa madre",,"0.60","2.400","kg","2022-12-07","83230"
"https://tienda.mercadona.es/product/83231.1/barra-pan-aceite-oliva","panaderia_y_pasteleria_pan_de_horno","Barra pan de aceite de oliva",,"0.50","2.500","kg","2022-12-07","83231.1"
"https://tienda.mercadona.es/product/83231.2/barra-pan-aceite-oliva-rebanada","panaderia_y_pasteleria_pan_de_horno","Barra pan de aceite de oliva rebanada",,"0.50","2.500","kg","2022-12-07","83231.2"
"https://tienda.mercadona.es/product/83232.1/3-barras-pan-aceite-oliva","panaderia_y_pasteleria_pan_de_horno","3 Barras de pan aceite de oliva",,"1.45","2.417","kg","2022-12-07","83232.1"
"https://tienda.mercadona.es/product/83232.2/3-barras-pan-aceite-oliva-rebanadas","panaderia_y_pasteleria_pan_de_horno","3 Barras de pan aceite de oliva rebanadas",,"1.45","2.417","kg","2022-12-07","83232.2"
"https://tienda.mercadona.es/product/83258/bocadillo","panaderia_y_pasteleria_pan_de_horno","Bocadillo",,"0.25","1.786","kg","2022-12-07","83258"
"https://tienda.mercadona.es/product/83275.1/pan-trigo-espelta-100","panaderia_y_pasteleria_pan_de_horno","Pan de trigo espelta 100%",,"1.40","5.186","kg","2022-12-07","83275.1"
"https://tienda.mercadona.es/product/83275.2/pan-trigo-espelta-100-rebanado","panaderia_y_pasteleria_pan_de_horno","Pan de trigo espelta 100% rebanado",,"1.40","5.186","kg","2022-12-07","83275.2"
"https://tienda.mercadona.es/product/83277/5-bocadillos-pack-5","panaderia_y_pasteleria_pan_de_horno","5 Bocadillos","Pack-5","1.20","1.715","kg","2022-12-07","83277"
"https://tienda.mercadona.es/product/83284/panecillo-harina-integral-50-trigo-sin-sal-anadida","panaderia_y_pasteleria_pan_de_horno","Panecillo harina integral 50% de trigo sin sal añadida",,"0.35","4.375","kg","2022-12-07","83284"
"https://tienda.mercadona.es/product/83286/3-baguettes-masa-madre","panaderia_y_pasteleria_pan_de_horno","3 Baguettes masa madre",,"1.65","2.200","kg","2022-12-07","83286"
"https://tienda.mercadona.es/product/83292/6-panes-pulguitas-sin-aditivos-pack-6","panaderia_y_pasteleria_pan_de_horno","6 Panes pulguitas sin aditivos","Pack-6","1.00","4.167","kg","2022-12-07","83292"
"https://tienda.mercadona.es/product/83302/california-rolls-crunch-surimi-bandeja","marisco_y_pescado_sushi","California rolls crunch de surimi","Bandeja","4.25","44.737","kg","2022-12-07","83302"
"https://tienda.mercadona.es/product/83304/surtido-sushi-contiene-2-sashimis-salmon-2-atun-2-nigiris-salmon-2-ebi-2-rolls-tobiko-2-salmon-sesamo-mix-2-makis-atun-2-salmon-bandeja","marisco_y_pescado_sushi","Surtido sushi","Bandeja","8.95","35.800","kg","2022-12-07","83304"
"https://tienda.mercadona.es/product/83311/california-rolls-sin-pescado-crudo-contiene-2-langostino-ebi-2-tamago-2-surimi-bandeja","marisco_y_pescado_sushi","California rolls sin pescado crudo","Bandeja","4.25","47.223","kg","2022-12-07","83311"
"https://tienda.mercadona.es/product/83317/nigiris-salmon-bandeja","marisco_y_pescado_sushi","Nigiris salmón","Bandeja","4.00","42.106","kg","2022-12-07","83317"
"https://tienda.mercadona.es/product/83327/kit-sushi-contiene-palillos-salsa-soja-wasabi-paquete","marisco_y_pescado_sushi","Kit sushi","Paquete","1.00","1.000","ud","2022-12-07","83327"
"https://tienda.mercadona.es/product/83333/nigiris-langostino-bandeja","marisco_y_pescado_sushi","Nigiris langostino","Bandeja","4.00","42.106","kg","2022-12-07","83333"
"https://tienda.mercadona.es/product/83346/salmon-curry-con-arroz-bandeja","marisco_y_pescado_pescado_en_bandeja","Salmón al curry con arroz","Bandeja","3.50","12.728","kg","2022-12-07","83346"
"https://tienda.mercadona.es/product/83359/bento-box-contiene-ensalada-alga-wakame-9-piezas-surtido-sushi-tartar-salmon-bandeja","marisco_y_pescado_sushi","Bento box","Bandeja","6.95","23.966","kg","2022-12-07","83359"
"https://tienda.mercadona.es/product/83366/surtido-sushi-salmon-sin-gluten-contiene-4-nigiris-salmon-4-rolls-salmon-4-makis-salmon-4-sashimis-salmon-bandeja","marisco_y_pescado_sushi","Surtido sushi salmón sin gluten","Bandeja","9.95","39.800","kg","2022-12-07","83366"
"https://tienda.mercadona.es/product/83374/makis-salmon-bandeja","marisco_y_pescado_sushi","Makis salmón","Bandeja","4.50","37.500","kg","2022-12-07","83374"
"https://tienda.mercadona.es/product/83396/surtido-california-rolls-contiene-4-surimipepino-4-salmonmango-4-ebiaguacate-4-salmonqueso-bandeja","marisco_y_pescado_sushi","Surtido California rolls","Bandeja","9.25","38.542","kg","2022-12-07","83396"
"https://tienda.mercadona.es/product/83436/6-panes-leche-3-pack-6","panaderia_y_pasteleria_pan_de_horno","6 Panes de leche 3%","Pack-6","1.50","3.125","kg","2022-12-07","83436"
"https://tienda.mercadona.es/product/83437/panecillo-trigo-integral-30","panaderia_y_pasteleria_pan_de_horno","Panecillo de trigo integral 30%",,"0.25","3.572","kg","2022-12-07","83437"
"https://tienda.mercadona.es/product/83452/5-barras-pan-51-integral-pack-5","panaderia_y_pasteleria_pan_de_horno","5 Barras de pan 51% integral","Pack-5","1.30","2.080","kg","2022-12-07","83452"
